"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","predicted_prob","predicted_class"
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0,0.000191916653162135,0
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0,0.012270045501142,0
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1,0.312299525052706,0
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0,0.000917191904679453,0
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1,0.358309047262806,0
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0,0.100364507060827,0
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1,0.935325819001182,1
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1,0.0967638408926525,0
0,0,35,0,0,0,25,0,3,1,2,30,100,1,0.346596340521077,0
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0,0.0344209040930898,0
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0,0.000468572584593935,0
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1,0.198653959306037,0
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0,0.0422492019044802,0
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0,0.00134686706113557,0
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0,0.000124872699918424,0
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0,0.00506753507729929,0
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0,0.0468237477491261,0
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0,0.00436739737176574,0
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0,0.00395849484220041,0
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0,0.00886090253740514,0
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0,0.284270754760154,0
0,0,25,0,635,10,46,5,4,1,2,45,131.125,0,0.174098814479905,0
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0,0.0662612969510919,0
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0,0.0171024043065524,0
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0,0.0688747433147609,0
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0,0.00172944955416966,0
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0,6.11541007096316e-06,0
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,0.0166767927612376,0
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0,0.00514623751860443,0
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,0.869399439213351,1
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0,0.0466991477066339,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,0.385073161356644,0
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0,0.00250497715421406,0
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0,0.088023192030892,0
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0,0.0285027954572849,0
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0,0.0288675656540143,0
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0,0.00246126153046865,0
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0,0.00831619179191968,0
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0,0.00760535460595756,0
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0,0.0220209395935272,0
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0,0.0196532468883468,0
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0,0.20159558805224,0
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0,0.00624596643595487,0
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0,0.000373288357600996,0
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0,0.00629508379505354,0
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0,0.00404738160026206,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0,0.422682032378886,0
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0,0.397135388434522,0
0,0,34,0,0,0,0,0,2,1,2,25,0,1,0.3998607412073,0
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0,0.000246077551725217,0
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0,0.00716764375145037,0
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0,0.057657615611008,0
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1,0.575938858115716,1
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0,0.0245896559571403,0
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1,0.0404439345896478,0
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0,0.232617911442428,0
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1,0.977426310059244,1
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1,0.322100835049908,0
0,0,33,0,0,0,0,0,2,1,2,25,0,1,0.40732540847646,0
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0,0.130760451082788,0
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,0,0.0102352231290918,0
0,0,33,0,0,0,0,0,3,1,2,30,0,1,0.447264890264964,0
0,0,33,0,0,0,0,0,4,1,1,45,0,0,0.181364374497579,0
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,0,0.00660240806794488,0
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,0,0.000886697373574101,0
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0,0.0141268918769873,0
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0,0.187522791804489,0
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0,0.0147539854694921,0
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,0.0191987807649601,0
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,0,0.081692873764166,0
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0,0.517930096355857,1
0,0,23,0,0,0,0,0,4,1,2,45,0,0,0.565054193735888,1
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0,0.156321839969075,0
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0,0.0503831285330818,0
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0,0.185500871714209,0
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,0,0.0208068754025846,0
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,0.000441900693265697,0
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0,0.130398647239157,0
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0,0.0821110148445184,0
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1,0.959008753348476,1
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,0.0426970989042684,0
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,0.358115384767395,0
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0,0.00165902502547798,0
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0,0.0884473044595891,0
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0,0.0223524250407257,0
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0,0.020573936745417,0
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,0.00114993264928008,0
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0,0.00307185955462484,0
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0,0.00707663319997115,0
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0,0.019939650133528,0
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0,0.017597930106408,0
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,0.923579271269404,1
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0,0.00118918071387962,0
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,0,0.000174210783886978,0
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0,0.00417453698223112,0
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0,0.00166615086134996,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0,0.35115996274775,0
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0,0.301197795351748,0
0,0,35,0,0,0,2,0,2,1,2,25,9,1,0.387975760880709,0
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,0,0.000126160377536408,0
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0,0.00569703670436212,0
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0,0.038912737447748,0
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1,0.527247273764788,1
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0,0.0143950720659182,0
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1,0.0305478293869617,0
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0,0.179242210204901,0
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1,0.396655430668038,0
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1,0.939886643993594,1
0,0,34,0,0,0,2,0,3,1,2,30,8,1,0.43252349542942,0
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0,0.0977786050465586,0
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,0,0.00454324190963882,0
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1,0.40448186398223,0
0,0,34,0,0,0,6,0,5,1,1,55,9,0,0.166300923374743,0
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0,0.00437649280533691,0
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0,0.000406879687149232,0
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0,0.0102884648671739,0
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0,0.0877263004235558,0
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0,0.00981212959495424,0
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0,0.0112722170185514,0
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,0,0.027076348915968,0
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0,0.482766460473602,0
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0,0.366108378298455,0
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0,0.138160265551874,0
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0,0.0329392976275317,0
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,0,0.114610921913296,0
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0,0.0214271439299585,0
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0,0.000120462764883097,0
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,0,0.0582088472730336,0
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,0,0.0143993276030927,0
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,1,0.945314442892712,1
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0,0.0262045102100902,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,0.377756370788805,0
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0,0.00111042297504887,0
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,0.0407406171597981,0
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,0,0.0202404978288611,0
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0,0.0138574197267281,0
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0,0.00125883625180268,0
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0,0.00229488388761466,0
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0,0.00420689138767245,0
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0,0.0122604346605999,0
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0,0.0123573347161094,0
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0,0.122185080769808,0
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0,0.000887973126898836,0
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0,0.000190726944099733,0
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,0.00279644203616818,0
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0,0.00207168212807509,0
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0,0.341746108674774,0
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0,0.318393378817928,0
0,0,35,0,0,0,0,0,2,1,2,25,0,1,0.392442290457604,0
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0,0.000140629956405015,0
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0,0.00396399096799894,0
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0,0.0263705732226214,0
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1,0.977319100892281,1
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,0.00964050075582788,0
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1,0.0206438893651185,0
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0,0.177435561963014,0
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1,0.959653696049156,1
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1,0.168109669424286,0
0,0,34,0,0,0,0,0,3,1,2,30,0,1,0.43961119487553,0
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0,0.0966963216437545,0
0,0,31,0,6290,90,0,17,4,1,1,45,159.5,0,0.00738193430442731,0
0,0,34,0,0,0,0,0,4,1,2,45,0,1,0.480151707616705,0
0,0,34,0,0,0,0,0,5,1,1,55,0,0,0.201839318794992,0
18,0,29,2,15580,231,0,75,2,1,1,25,711.495,0,0.00252413182874104,0
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,0,0.000309276119021617,0
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,0,0.0100588058951678,0
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0,0.106836768598257,0
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0,0.00747523755248905,0
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0,0.0110617003471177,0
0,0,24,0,1073,32,14,63,4,1,1,45,62.625,0,0.0406180773476487,0
4,0,25,0,205,18,0,2,2,1,2,25,10.035,0,0.371143574991707,0
0,0,24,0,0,0,5,0,4,1,2,45,12.5,0,0.520799885478164,1
3,0,23,0,730,25,3,8,2,1,1,25,47.475,0,0.0968527842914169,0
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0,0.0363815387787171,0
0,0,16,0,1200,19,12,9,2,1,1,25,108.855,0,0.126099910036589,0
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,0,0.0116262865957014,0
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,0,0.000124952282661933,0
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,0,0.0441028423195157,0
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0,0.0178486303544042,0
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1,0.223065316299625,0
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0,0.0432950774212179,0
0,0,32,0,0,0,0,0,2,1,2,25,0,0,0.414833103625678,0
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,0,0.00184860214853917,0
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,0,0.0827385587320047,0
0,0,31,0,2088,46,0,30,1,1,1,15,117.37,0,0.0341840780472297,0
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,0,0.0228753993338347,0
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,0,0.00206573174902937,0
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,0,0.00542066520566418,0
0,0,31,0,13468,157,0,41,3,1,1,30,545,0,0.0069897293129439,0
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0,0.0202622510557067,0
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,0,0.020607902319848,0
2,0,31,0,1933,42,0,14,3,1,2,30,79,0,0.188255970696324,0
18,0,31,1,14835,213,39,29,2,1,1,25,852.66,0,0.00461388031038022,0
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,0,0.000313194802924583,0
2,0,30,0,15180,170,135,27,2,1,1,25,1298.25,0,0.004650223243176,0
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0,0.00339782728542521,0
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0,0.466124745085148,0
0,0,31,0,405,2,0,5,2,1,2,25,18.315,0,0.439953364806509,0
0,0,30,0,0,0,0,0,2,1,2,25,0,1,0.429964436040577,0
0,0,30,0,7203,115,369,40,2,1,1,25,1989.81,0,0.000234268148225338,0
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0,0.00658721435057828,0
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0,0.0431752019776214,0
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1,0.554158378367926,1
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,0,0.0222502270493569,0
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1,0.0339263545889099,0
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0,0.26438452312858,0
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,1,0.409182725368435,0
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,1,0.249182139285434,0
0,0,29,0,0,0,0,0,2,1,2,25,0,1,0.437581325379326,0
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0,0.151360883668021,0
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,0,0.0119065809841724,0
0,0,29,0,0,0,0,0,3,1,2,30,0,1,0.478094348436814,0
0,0,29,0,0,0,0,0,4,1,1,45,0,0,0.20051450145506,0
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,0,0.00610242470945031,0
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,0,0.000743075439361054,0
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0,0.0168008307906825,0
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,0,0.164192042737055,0
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,0,0.0123920822553892,0
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0,0.0182940636957241,0
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,0,0.0624478948226703,0
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0,0.498124937964832,0
0,0,19,0,520,4,6,2,4,1,2,45,28.1,0,0.528875515664233,1
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0,0.147935656422475,0
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,0,0.0591828161807066,0
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,0,0.193806508312369,0
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,0,0.0197681257243032,0
5,0,8,0,8627,159,58,37,4,1,1,45,364.65,0,0.000196565658615398,0
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,0,0.0985489894719714,0
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,0,0.0762651687071034,0
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,1,0.31884381854393,0
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,0,0.0242420936803773,0
0,0,42,0,13,5,8,3,3,1,2,30,32.72,0,0.29318444471531,0
7,0,40,0,2148,60,360,23,3,1,1,30,1528.32,0,0.000172116308396701,0
7,0,41,0,3893,66,2,34,1,1,1,15,228.745,0,0.053564494465072,0
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0,0.0121304075522289,0
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,0,0.00723913897227915,0
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,0,0.000700506342664793,0
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0,0.00129872878808172,0
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0,0.00432090428996411,0
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,0,0.0085132812137697,0
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0,0.00904543861519164,0
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0,0.113012366112584,0
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,0,0.000502217472405823,0
1,0,41,1,2790,27,484,7,3,1,1,30,2048.68,0,7.35299260794074e-05,0
6,0,40,0,15180,182,151,29,2,1,1,25,1370.79,0,0.00250990682948142,0
0,0,40,1,6195,86,187,25,3,1,1,30,999.24,0,0.000703846742671071,0
0,0,40,0,570,14,1,10,2,1,2,25,30.78,0,0.245201151751137,0
0,0,41,0,405,14,14,7,3,1,2,30,72.76,0,0.217526568302912,0
0,0,40,0,0,0,1,0,2,1,2,25,4.5,1,0.35399950322851,0
0,0,40,0,7203,127,385,42,3,1,1,30,1833.2,0,8.91127157081975e-06,0
4,0,40,1,11160,154,12,46,4,1,1,45,312.85,0,0.000431343379347517,0
5,0,40,1,6413,75,109,36,2,1,1,25,782.46,0,0.0165653063429161,0
20,0,36,0,650,47,17,16,3,1,2,30,95.88,1,0.411325338018963,0
18,0,39,8,10130,93,2,41,5,1,1,55,156.345,0,0.00265036017545816,0
10,0,39,1,5513,98,27,23,2,1,1,25,373.995,1,0.012939653837033,0
0,0,37,0,2535,22,1,13,3,1,1,30,106.28,0,0.117367891452877,0
6,1,38,0,2685,41,10,15,3,1,2,30,149.04,1,0.956993046785236,1
6,0,39,0,1963,44,35,30,3,1,2,30,220.28,1,0.141509444408531,0
0,0,39,0,0,0,1,0,3,1,2,30,4,1,0.398381642500059,0
0,0,39,0,1363,25,1,5,4,1,1,45,37.2,0,0.0584532522638097,0
0,0,36,1,6480,97,15,21,5,1,1,55,121.155,0,0.0010501243723472,0
0,0,39,0,323,7,10,3,4,1,2,45,33.25,1,0.301542964466641,0
0,0,39,1,33,4,5,1,5,1,1,55,8.055,0,0.0900153686016551,0
22,0,34,3,15770,238,1,79,2,1,1,25,724.86,0,0.00182541900243451,0
3,0,37,3,6660,116,272,32,2,2,1,25,1528.92,0,0.000169314516995373,0
0,0,39,0,3413,82,3,27,3,1,1,30,151.8,0,0.00603435064346604,0
0,0,38,0,1360,44,39,19,3,1,2,30,212.16,0,0.055314165698429,0
3,0,39,0,2475,53,176,22,2,1,1,25,905.76,0,0.00591281203694709,0
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,0,0.00472065842907138,0
1,0,29,0,1263,39,31,67,4,1,1,45,110.05,0,0.0173820689451859,0
8,0,30,0,395,25,11,6,3,1,2,30,60.8,0,0.379311082122665,0
0,0,29,0,520,10,22,2,4,1,2,45,68.25,0,0.268531721097591,0
7,0,28,0,920,32,20,12,2,1,1,25,132.84,0,0.0877771574306741,0
0,0,28,0,2920,61,9,22,3,1,1,30,155.24,0,0.0203184159186605,0
0,0,21,0,1390,26,29,13,2,1,1,25,194.22,0,0.0720971777458603,0
13,0,20,1,6087,141,86,41,2,2,1,25,667.26,0,0.0023425596045402,0
9,0,18,0,8627,171,74,39,5,1,1,55,242.97,0,1.76992070807006e-05,0
5,0,19,3,2547,45,32,18,3,1,1,30,231.68,0,0.0254212381625799,0
0,0,12,1,4085,40,216,9,3,1,1,30,1029,0,0.00612797593917716,0
0,0,12,1,1182,19,1,6,3,1,1,30,52.04,1,0.120745611221079,0
9,0,37,0,4775,76,23,15,2,1,1,25,321.795,0,0.0429848240143679,0
1,0,38,0,723,10,8,2,2,1,2,25,68.985,0,0.330010920920194,0
11,0,36,0,2858,65,360,22,2,1,1,25,1751.535,0,0.00195913429106214,0
11,0,37,0,4603,71,2,33,1,1,1,15,268.07,0,0.106886220753054,0
4,0,37,0,2798,63,3,31,1,1,1,15,173.855,0,0.0274268975349838,0
12,0,37,1,4180,87,33,26,3,1,1,30,302.68,0,0.0136547461223649,0
5,0,37,0,2765,44,286,16,3,1,1,30,1256.36,0,0.00132908027346514,0
14,0,36,2,9520,126,145,41,3,1,1,30,965.84,0,0.0024627729819918,0
8,0,37,0,14178,174,1,42,3,1,1,30,578.08,0,0.00817154590038495,0
8,0,37,1,4920,88,3,23,3,1,1,30,212.32,0,0.0160398387162007,0
7,0,37,0,6323,100,8,10,2,1,1,25,325.035,0,0.0207214621642368,0
10,0,37,0,2643,59,9,15,3,1,2,30,144.08,0,0.194776749128884,0
26,1,37,3,15545,230,55,30,3,1,1,30,851,0,0.0522190839821398,0
5,0,37,1,3500,32,484,6,3,1,1,30,2077.28,0,0.000139587921783054,0
10,0,36,0,15890,187,151,28,2,1,1,25,1402.965,0,0.00492744375557293,0
4,0,36,1,6905,91,187,24,3,1,1,30,1027.84,0,0.00133541405456702,0
1,0,36,0,1280,19,1,9,2,1,2,25,62.955,0,0.303572259799344,0
3,0,37,0,1115,19,14,6,2,1,2,25,114.03,0,0.309451450642882,0
0,0,36,0,0,0,1,0,2,1,2,25,4.5,1,0.382853120980363,0
4,0,36,0,7913,132,385,41,2,1,1,25,2094.525,0,0.000149023545014879,0
8,0,36,1,11870,159,12,45,3,1,1,30,529.16,0,0.00456981749799545,0
9,0,36,1,7123,80,109,35,2,1,1,25,814.635,0,0.0320855034821693,0
24,0,32,0,1360,52,17,15,2,1,2,25,140.04,1,0.56848445148519,1
22,0,35,8,10840,98,2,40,4,1,1,45,278.45,0,0.0108486596782541,0
14,0,35,1,6223,103,27,22,2,1,1,25,406.17,0,0.0251498124369635,0
2,0,33,0,3245,27,1,12,3,1,1,30,134.88,0,0.16357813295696,0
10,0,34,0,3395,46,10,14,3,1,2,30,177.64,1,0.422448809332395,0
10,1,35,0,2673,49,35,29,3,1,2,30,248.88,1,0.947573404943307,1
1,0,35,0,538,7,1,1,3,1,2,30,25.8,1,0.417049729761814,0
2,0,35,0,2073,30,1,4,3,1,1,30,88.12,0,0.0884663320597678,0
4,0,32,1,7190,102,15,20,4,1,1,45,219.8,0,0.00341554440651106,0
1,0,35,0,1033,12,10,2,4,1,2,45,51.125,1,0.334107546661981,0
1,0,35,1,743,9,5,1,5,1,1,55,18.78,0,0.0966496899351258,0
26,0,30,3,16480,243,1,78,2,1,1,25,757.035,0,0.00358602891554454,0
7,0,33,3,7370,121,272,31,2,2,1,25,1561.095,0,0.000333150863082919,0
3,0,35,0,4123,87,3,26,2,1,1,25,202.95,0,0.010692372683129,0
4,0,34,0,2070,49,39,18,3,1,2,30,240.76,0,0.100042257783924,0
7,0,35,0,3185,58,176,21,2,1,1,25,937.935,0,0.0115700019472434,0
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0,0.00924784476951724,0
5,0,25,0,1973,44,31,66,4,1,1,45,127.925,0,0.0292692393831338,0
12,0,26,0,1105,30,11,5,2,1,2,25,100.575,0,0.52438358484102,1
1,0,25,0,1230,15,22,1,4,1,2,45,86.125,0,0.299057732493078,0
11,0,24,0,1630,37,20,11,2,1,1,25,165.015,0,0.159214833932537,0
3,0,24,0,3630,66,9,21,3,1,1,30,183.84,0,0.0334950276439054,0
3,0,17,0,2100,31,29,12,2,1,1,25,226.395,0,0.11861949463974,0
17,0,16,1,6797,146,86,40,1,2,1,15,854.865,0,0.0183751061218465,0
13,0,14,0,9337,176,74,38,4,1,1,45,422.825,0,0.000130511795943088,0
9,0,15,3,3257,50,32,17,3,1,1,30,260.28,0,0.0471846673230685,0
3,0,8,1,4795,45,216,8,3,1,1,30,1057.6,0,0.0101977966512919,0
4,0,8,1,1892,24,1,5,3,1,1,30,80.64,1,0.206800522872897,0
0,0,35,0,3355,54,0,15,2,1,1,25,153.405,0,0.0326257344559917,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,0.385073161356644,0
0,0,34,0,1438,43,327,22,2,1,1,25,1538.145,0,0.00125262285368309,0
0,0,35,0,3183,49,0,33,1,1,1,15,177.76,0,0.0462245878907968,0
0,0,35,0,1378,41,0,31,1,1,1,15,78.045,0,0.0271342431635444,0
